 4.3000002    0.0000000   -3.2000000    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -3.1516779    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -3.1033558    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -3.0550336    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -3.0067115    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.9583893    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.9100672    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.8617450    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.8134229    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.7651007    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.7167786    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.6684564    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.6201343    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.5718121    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.5234900    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.4751678    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.4268457    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.3785235    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.3302014    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.2818792    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.2335571    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.1852349    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.1369128    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.0885906    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -2.0402685    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.9919463    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.9436242    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.8953021    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.8469799    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.7986578    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.7503356    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.7020135    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.6536913    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.6053692    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.5570470    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.5087249    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.4604027    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.4120806    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.3637584    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.3154363    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.2671141    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.2187920    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.1704698    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.1221477    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.0738255    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -1.0255034    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.9771812    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.9288591    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.8805369    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.8322148    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.7838926    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.7355705    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.6872484    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.6389262    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.5906041    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.5422819    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.4939598    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.4456376    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.3973155    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.3489933    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.3006712    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.2523490    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.2040269    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.1557047    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.1073826    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.0590604    1.0000000    0.0000100    0.0000100    0.0000100
 4.3000002    0.0000000   -0.0107383    1.0000000    0.0000100    0.0000100    0.0000100
